simulation_id,SEM-0001,SEM-0002,SEM-0003,SEM-0004,SEM-0005,SEM-0006,SEM-0007,SEM-0008,SEM-0009,SEM-0010,SEM-0011,SEM-0012
97,53.388142749316856,88.3836112517315,58.914756675223366,65.42580622159223,64.25606363607001,50.80233020339621,50.35545709814312,50.38909711170852,49.40262346988836,49.54419313950758,69.48157485703962,68.8798835574958
98,43.05142428888685,85.88241582378659,56.41356124727845,62.92461079364732,61.7548682081251,50.39439148768376,49.94751838243068,49.98115839599608,48.99468475417592,49.13625442379514,68.77387062579365,68.17217932624983
99,53.266025269016204,87.27971632877703,57.81086175226889,64.32191129863776,63.15216871311554,52.13708030255494,51.69020719730185,51.723847210867255,50.73737356904709,50.878943238666295,70.35686307828637,69.75517177874256
100,47.96172931045657,87.82597169437739,58.35711711786925,64.86816666423812,63.698424078715895,51.07900177662897,50.63212867137589,50.66576868494129,49.679295043121115,49.82086471274033,69.13214235896848,68.53045105942466
101,46.24782246398515,86.06950940450838,56.600654828000266,63.111704374369126,61.94196178884691,51.639193814554496,51.192320709301406,51.225960722866816,50.23948708104664,50.381056750665856,69.3219669473748,68.720275647831
102,50.33150639340067,87.9734804281517,58.504625851643574,65.01567539801243,63.845932812490226,50.14064182906479,49.6937687238117,49.72740873737711,48.740935095556935,48.88250476517615,68.98829722647585,68.38660592693203
103,46.83041658825676,86.75602868032134,57.28717410381322,63.798223650182074,62.62848106465986,50.26205215720103,49.81517905194796,49.84881906551336,48.862345423693185,49.0039150933124,68.47647922484322,67.8747879252994
104,46.320493498518836,87.05243593166739,57.58358135515924,64.09463090152812,62.9248883160059,51.72535229774308,51.27847919248999,51.31211920605539,50.32564556423523,50.467215233854446,69.48354475873015,68.88185345918633
105,51.102529704499666,87.80425601005065,58.33540143354252,64.84645097991138,63.676708394389166,54.640809762590095,54.193936657337005,54.22757667090241,53.24110302908224,53.38267269870145,70.81347693108162,70.21178563153781
106,48.53434135165723,88.24786761736696,58.77901304085883,65.29006258722768,64.12032000170547,50.17549825960603,49.72862515435295,49.76226516791835,48.77579152609819,48.917361195717405,69.14497291384649,68.54328161430267
107,39.10750051303843,82.3799223430023,52.91106776649419,59.42211731286305,58.252374727340836,49.187338157820534,48.74046505256745,48.774105066132854,47.78763142431268,47.929201093931894,67.853382272493,67.25169097294919
