unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9
MOVEMENT OF NON-PERFORMING ASSETS (NPAs) OF SCHEDULED COMMERCIAL BANKS,,,,,,,,
(Amount in ₹ Crores),,,,,,,,
,,As on March 31,,,,,,
Year,Bank,Gross NPAs,,,,,Net NPAs,
,,Opening Balance,Addition during the Year,Reduction during the Year,Write-off during the Year,Closing Balance,Opening Balance,Closing Balance
,,(2),(3),(4),(5),(6),(7),(8)
,AXIS BANK LIMITED,494.61,1033.51,286.07,344.28,897.77,248.29,327.13
,BANK OF RAJASTHAN LTD,126.19,64.39,17.94,11.72,160.92,30.9,57.03
,CENTURION BANK OF PUNJAB LTD.,-,-,-,-,-,-,-
,CITY UNION BANK LIMITED,82.93,86.42,67.27,-,102.08,44.46,61.11
,CSB BANK LIMITED,131.39,62.83,22.44,-,171.78,53.24,87.94
,DCB BANK LIMITED,57.67,304.73,72.4,-,290,26.98,127.01
,DHANLAXMI BANK LIMITED,63.21,37.45,36.23,-,64.43,18.56,28.24
,FEDERAL BANK LTD,468.59,574.95,199.21,254.79,589.54,43.2,68.12
,HDFC BANK LTD.,906.97,3413.3,144.83,2187.37,1988.07,298.52,627.62
,ICICI BANK LIMITED,7579.54,5063.71,2993.94,-,9649.31,3490.55,4553.94
,INDUSIND BANK LTD,392.31,219,211.21,145.08,255.02,291.02,179.13
,ING VYSYA BANK LTD,116.24,331.81,132.32,106.34,209.39,103.23,200.41
,JAMMU & KASHMIR BANK LTD,485.23,401.89,255.61,72.24,559.27,203.55,287.51
,KARNATAKA BANK LTD,379.57,162.44,90.41,8.4,443.2,106.48,116.1
,KARUR VYSYA BANK LTD,194.26,82.11,70.51,-,205.86,17.29,25.82
,KOTAK MAHINDRA BANK LTD.,439.18,521.93,156.49,115.41,689.21,276.16,396.84
,LAKSHMI VILAS BANK LTD,137.98,36.49,30.42,-,144.05,59.52,64.85
,NAINITAL BANK LTD,18.53,11.48,11.03,-,18.98,-,-
,RBL BANK LTD,37.09,4.71,24.53,-,17.27,5.81,5.45
,SBI COMMERCIAL & INTERNATIONAL BANK LTD,5.27,0.29,0.1,0.85,4.61,-,0.23
,SOUTH INDIAN BANK LTD,188.48,171.66,99.58,-,260.56,33.97,134.31
,TAMILNAD MERCANTILE BANK LTD,122.18,65.37,67.15,-,120.4,20.15,22.08
,YES BANK LTD.,10.5699,87.9763,-,13.6208,84.9254,8.456,41.157
,PRIVATE SECTOR BANKS,12437.9899,12738.4463,4989.69,3260.1008,16926.6454,5380.336,7412.027
,ALLAHABAD BANK,1010.51,846.06,778.32,-,1078.25,399.81,422.11
,ANDHRA BANK,372.43,201.32,205.61,-,368.14,53.7,79.22
,BANK OF BARODA,1981.38,1001.89,1140.35,-,1842.92,493.55,449.04
,BANK OF INDIA,1930.92,2099.73,1559.77,-,2470.88,591.98,628.21
,BANK OF MAHARASHTRA,766.27,368.56,336.42,-,798.41,254.05,271.9
,CANARA BANK,1272.62,2377.74,1482.39,-,2167.97,899.03,1507.25
,CENTRAL BANK OF INDIA,2350,873,907,-,2316,1060,1063
,CORPORATION BANK,584.42,236.46,261.66,-,559.22,126.93,138.3
,DENA BANK,572.6,675.71,627.54,-,620.77,215.43,313.38
,IDBI BANK LIMITED,1376.61,637.03,577.95,-,1435.69,925.24,948.96
,INDIAN BANK,486.87,228.93,256.62,-,459.18,97.59,93.81
,INDIAN OVERSEAS BANK,996.95,2261.85,1335.39,-,1923.41,363.2,999.14
,ORIENTAL BANK OF COMMERCE,1280.1,495.7,717.68,-,1058.12,538.4,442.43
,PUNJAB AND SIND BANK,135.53,141.87,116.36,-,161.04,66.97,78.03
,PUNJAB NATIONAL BANK,3021.46,1731.14,2245.69,-,2506.91,753.78,263.85
,SYNDICATE BANK,1768.65,960.7,1134.81,-,1594.54,622.73,631.77
,UCO BANK,1651.95,666.53,675.71,103.26,1539.51,1092.3,812.67
,UNION BANK OF INDIA,1656.6,1176.66,909.91,-,1923.35,127.57,325.94
,UNITED BANK OF INDIA,761,811,552,-,1020,306,525
,VIJAYA BANK,511.5,666.93,479.61,-,698.82,181.61,292.29
,NATIONALISED BANKS,24488.37,18458.81,16300.79,103.26,26543.13,9169.87,10286.3
,AB BANK LIMITED,2.65,-,-,-,2.65,2.38,1.85
,ABU DHABI COMMERCIAL BANK PJSC,19.4944,0.7482,4.5322,1.5795,14.1309,-,-
,AMERICAN EXPRESS BANKING CORP.,12.7411,84.2975,51.7934,-,45.2452,7.8294,30.2815
,"BANK OF AMERICA , NATIONAL ASSOCIATION",0.6978,-,-,-,0.6978,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,25.36,0.64,1.86,12.38,11.76,4.24,0.25
,BANK OF CEYLON,16.68,0.06,11.97,-,4.77,1.66,-
,BANK OF NOVA SCOTIA,1.9984,-,0.0015,-,1.9969,-,-
,BARCLAYS BANK PLC,53.0285,1008.6026,13.7801,-,1047.851,32.4436,484.6162
,BNP PARIBAS,28.42,39.91,-,-,68.33,-,31.93
,CITIBANK N.A,791.6,2514.6,-,1500.5,1805.7,471.8,1050.7
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,2.22,-,1.32,-,0.9,-,-
,"CTBC BANK CO., LTD.",1.3,-,1.3,-,-,-,-
,DBS BANK INDIA LIMITED,5.03,27.14,1.01,-,31.16,0.91,14.93
,DEUTSCHE BANK AG,54.9355,395.6289,207.9187,-,242.6457,15.4305,77.1739
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,582.481,2147.0714,1413.408,-,1316.1444,174.7704,391.0344
,HSBC BANK OMAN S.A.O.G.,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,121.4339,29.4989,89.451,-,61.4818,22.411,8.9166
,JSC VTB BANK,-,-,-,-,-,-,-
,KBC BANK N.V.,-,26.409,-,-,26.409,-,23.478
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.5793,-,0.2195,-,6.3598,-,-
,"MUFG BANK, LTD.",7.24,1.51,0.6,-,8.15,1.13,0.79
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBM BANK (INDIA) LIMITED,-,-,-,-,-,-,-
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,-,-,-,-,-,-,-
,SONALI BANK,0.8594,0.528,0.165,-,1.2224,-,0.2718
,STANDARD CHARTERED BANK,613.2177,646.1678,331.3879,-,927.9976,345.3753,514.089
,THE ROYAL BANK OF SCOTLAND PLC,290.45,1225.44,696.98,-,818.91,173.88,366.41
,UBS AG,-,-,-,-,-,-,-
,FOREIGN BANKS,2638.417,8148.2523,2827.6973,1514.4595,6444.5125,1254.2602,2996.7214
,STATE BANK OF SAURASHTRA,-,-,-,-,-,-,-
,PUBLIC SECTOR BANKS,-,-,-,-,-,-,-
2008,STATE BANK OF BIKANER AND JAIPUR,463.03,291.99,317.71,-,437.31,222.8,209.09
,STATE BANK OF HYDERABAD,350.83,198.58,237.47,-,311.94,61.3,56.97
,STATE BANK OF INDIA,9998.22,7899.04,5059.92,-,12837.34,5257.72,7424.33
,STATE BANK OF INDORE,294.2,165.91,194.72,-,265.39,159.06,133.51
,STATE BANK OF MYSORE,383.76,-,24.76,-,359,74.88,89.39
,STATE BANK OF PATIALA,524.41,449.28,452.75,-,520.94,238.41,216.99
,STATE BANK OF SAURASHTRA,122.38,145.38,92.47,-,175.29,77.51,110.94
,STATE BANK OF TRAVANCORE,540.11,326.33,295.61,-,570.83,267.62,267.71
,STATE BANK OF INDIA AND ITS ASSOCIATES,12676.94,9476.51,6675.41,-,15478.04,6359.3,8508.93
,AXIS BANK LIMITED,418.67,384.21,308.27,-,494.61,266.33,248.29
,BANK OF RAJASTHAN LTD,121.04,50.28,43.38,1.75,126.19,13.67,30.9
,CENTURION BANK OF PUNJAB LTD.,317.88,611.55,389.66,-,539.77,141.5,266.71
,CITY UNION BANK LIMITED,87.07,58.68,62.82,-,82.93,36.25,44.46
,CSB BANK LIMITED,129.06,38.19,35.86,-,131.39,59.68,53.24
,DCB BANK LIMITED,146.16,103.48,186.21,-,63.43,43.62,26.98
,DHANLAXMI BANK LIMITED,96.29,15.85,48.93,-,63.21,32.24,18.56
,FEDERAL BANK LTD,450.8,262.31,244.52,-,468.59,65.05,43.2
,HDFC BANK LTD.,657.76,1202.76,953.55,-,906.97,202.89,298.52
,ICICI BANK LIMITED,4126.06,3689.66,236.18,-,7579.54,1992.04,3490.55
,INDUSIND BANK LTD,342.73,155.49,105.91,-,392.31,273.75,291.02
,ING VYSYA BANK LTD,126.38,197.3,207.44,-,116.24,114.02,103.23
,JAMMU & KASHMIR BANK LTD,501.83,227.93,244.53,-,485.23,193.57,203.44
,KARNATAKA BANK LTD,387.34,137.7,145.47,-,379.57,116.04,106.48
,KARUR VYSYA BANK LTD,202.63,77.23,85.6,-,194.26,15.97,17.29
,KOTAK MAHINDRA BANK LTD.,282.13,249.74,78.79,-,453.08,216.81,276.16
,LAKSHMI VILAS BANK LTD,131.18,46.32,39.52,-,137.98,56.95,59.52
,LORD KRISHNA BANK LTD,-,-,-,-,-,-,-
,NAINITAL BANK LTD,15.6,13.32,10.39,-,18.53,-,-
,RBL BANK LTD,38.05,5.61,6.57,-,37.09,10.2,5.81
,SANGLI BANK LTD,-,-,-,-,-,-,-
,SBI COMMERCIAL & INTERNATIONAL BANK LTD,11.17,4.31,10.21,-,5.27,0.61,-
,SOUTH INDIAN BANK LTD,321.21,57.95,190.68,-,188.48,77.81,33.97
,TAMILNAD MERCANTILE BANK LTD,190.6,57,125.42,-,122.18,39.79,20.15
,YES BANK LTD.,-,10.89,0.32,-,10.57,-,8.46
,PRIVATE SECTOR BANKS,9101.64,7657.76,3760.23,1.75,12997.42,3968.79,5646.94
,ALLAHABAD BANK,1093.59,619.22,702.3,-,1010.51,440.19,399.81
,ANDHRA BANK,397.01,201.52,226.1,-,372.43,47.25,53.7
,BANK OF BARODA,2092.14,1002.15,1112.91,-,1981.38,501.67,493.55
,BANK OF INDIA,2100.49,1365.27,1534.84,-,1930.92,812.03,591.98
,BANK OF MAHARASHTRA,820.27,252.12,306.12,-,766.27,277.38,254.04
,CANARA BANK,1373.46,1425.7,1526.54,-,1272.62,926.97,899.03
,CENTRAL BANK OF INDIA,2572,665,887,-,2350,878,1060
,CORPORATION BANK,624.57,173.33,213.48,-,584.42,141.93,126.93
,DENA BANK,744.48,416.01,587.89,-,572.6,364.8,215.43
,IDBI LIMITED,1231.86,954.07,621.25,-,1564.68,721.93,1082.91
,INDIAN BANK,545.81,443.7,502.65,-,486.86,102.13,97.59
,INDIAN OVERSEAS BANK,1120.21,665,788.26,-,996.95,257.83,363.2
,ORIENTAL BANK OF COMMERCE,1454.05,579.75,753.7,-,1280.1,215.66,538.4
,PUNJAB AND SIND BANK,290.84,105.84,261.15,-,135.53,77.04,66.97
,PUNJAB NATIONAL BANK,3390.72,1953.19,2024.61,-,3319.3,725.62,753.78
,SYNDICATE BANK,1559.81,1265.41,1056.57,-,1768.65,391.01,622.73
,UCO BANK,1506.23,1034.52,888.8,-,1651.95,1006.06,1092.3
,UNION BANK OF INDIA,1872.62,762.5,978.52,-,1656.6,601.22,127.57
,UNITED BANK OF INDIA,817,326,382,-,761,333,306
,VIJAYA BANK,564.31,406.78,459.59,-,511.5,143.96,181.61
,NATIONALISED BANKS,26171.47,14617.08,15814.28,-,24974.27,8965.68,9327.53
,AB BANK LIMITED,-,2.65,-,-,2.65,-,2.38
,ABU DHABI COMMERCIAL BANK PJSC,39.77,3.92,8.6,15.6,19.49,1.28,-
,AMERICAN EXPRESS BANK LTD,-,-,-,-,-,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",0.7,-,-,-,0.7,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,37.29,4.91,2.64,14.19,25.37,0.2,4.24
,BANK OF CEYLON,28.95,1.42,13.69,-,16.68,6.08,1.66
,BANK OF NOVA SCOTIA,18.18,-,16.18,-,2,-,-
,BARCLAYS BANK PLC,-,53.03,-,-,53.03,-,32.44
,BNP PARIBAS,38.76,-,5,-,33.76,-,-
,CITIBANK N.A,530,984.9,-,723.3,791.6,336.1,471.8
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,3.22,-,1,-,2.22,-,-
,"CTBC BANK CO., LTD.",2.95,-,1.65,-,1.3,0.32,-
,DBS BANK INDIA LIMITED,-,5.21,-,-,5.21,-,1.09
,DEUTSCHE BANK AG,11.02,64.32,20.41,-,54.93,0.42,15.43
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,394.99,1092.9,790.75,-,697.14,98.59,174.78
,HSBC BANK OMAN S.A.O.G.,154.76,16.01,10.22,160.55,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,61.77,75.96,16.3,-,121.43,17.38,22.41
,KBC BANK N.V.,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.58,-,-,-,6.58,-,-
,"MUFG BANK, LTD.",7.73,-,0.49,-,7.24,1.13,1.13
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBM BANK (INDIA) LIMITED,-,-,-,-,-,-,-
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,3.49,-,2.16,1.33,-,-,-
,SONALI BANK,0.88,-,0.02,-,0.86,-,-
,STANDARD CHARTERED BANK,799.48,333.04,409.38,-,723.14,431.9,345.37
,THE ROYAL BANK OF SCOTLAND PLC,100.87,591.58,398.36,-,294.09,21.28,173.88
,FOREIGN BANKS,2241.39,3229.85,1696.85,914.97,2859.42,914.68,1246.61
2007,STATE BANK OF BIKANER AND JAIPUR,388.73,243.26,168.96,-,463.03,187.16,222.8
,STATE BANK OF HYDERABAD,453.06,208.86,311.09,-,350.83,75.39,61.3
,STATE BANK OF INDIA,9628.14,4963.87,4593.79,-,9998.22,4911.41,5257.72
,STATE BANK OF INDORE,362.93,213.08,281.81,-,294.2,216.8,159.06
,STATE BANK OF MYSORE,398.13,-,14.37,-,383.76,86.46,74.88
,STATE BANK OF PATIALA,542.95,337.74,356.28,-,524.41,220.36,238.41
,STATE BANK OF SAURASHTRA,157.12,50.32,85.06,-,122.38,98.06,77.51
,STATE BANK OF TRAVANCORE,609.95,247.4,317.24,-,540.11,276.46,267.62
,STATE BANK OF INDIA AND ITS ASSOCIATES,12541.01,6264.53,6128.6,-,12676.94,6072.1,6359.3
,AXIS BANK LIMITED,377.95,169.31,128.59,-,418.67,219.83,266.33
,BANK OF RAJASTHAN LTD,135.51,27.95,41.58,0.84,121.04,40.18,13.67
,BHARAT OVERSEAS BANK LTD,-,-,-,-,-,-,-
,CENTURION BANK OF PUNJAB LTD.,320.61,165.16,167.89,-,317.88,73.95,141.5
,CITY UNION BANK LIMITED,112.83,39.02,64.78,-,87.07,49.79,36.25
,CSB BANK LIMITED,159.92,38.04,68.9,-,129.06,74.79,59.68
,DCB BANK LIMITED,314.92,34.95,203.71,-,146.16,83.96,43.64
,DHANLAXMI BANK LIMITED,111.38,26.37,41.46,-,96.29,44.89,32.24
,FEDERAL BANK LTD,563.05,182.29,294.54,-,450.8,111.6,65.05
,GANESH BANK OF KURUNDWAD LTD,-,-,-,-,-,-,-
,HDFC BANK LTD.,508.89,778.6,629.73,-,657.76,155.18,202.89
,ICICI BANK LIMITED,2222.59,2161,257.53,-,4126.06,1052.68,1992.04
,INDUSIND BANK LTD,268.83,237.59,163.69,-,342.73,194.97,273.75
,ING VYSYA BANK LTD,180.93,203.78,258.33,-,126.38,180.47,114.02
,JAMMU & KASHMIR BANK LTD,370.19,273.57,141.93,-,501.83,133.87,193.94
,KARNATAKA BANK LTD,415.13,130.45,158.25,-,387.33,91.51,116.04
,KARUR VYSYA BANK LTD,223.15,53.13,73.65,-,202.63,44.83,15.97
,KOTAK MAHINDRA BANK LTD.,37.71,284.04,44.2,-,277.55,15,216.8
,LAKSHMI VILAS BANK LTD,124.77,79.5,73.09,-,131.18,55.59,56.95
,LORD KRISHNA BANK LTD,70.71,43.36,32.63,-,81.44,44.27,44.47
,NAINITAL BANK LTD,11.58,10.11,6.09,-,15.6,-,-
,RBL BANK LTD,39.29,5.64,6.88,-,38.05,12.79,10.2
,SANGLI BANK LTD,61.98,17.84,2.99,-,76.83,20.79,14.51
,SBI COMMERCIAL & INTERNATIONAL BANK LTD,43.74,0.77,33.34,-,11.17,9.68,0.61
,SOUTH INDIAN BANK LTD,327.82,144.34,150.95,-,321.21,118.2,77.81
,TAMILNAD MERCANTILE BANK LTD,230.58,73,112.98,-,190.6,67.92,39.79
,UNITED WESTERN BANK LTD,-,-,-,-,-,-,-
,YES BANK LTD.,-,-,-,-,-,-,-
,PRIVATE SECTOR BANKS,7234.06,5179.81,3157.71,0.84,9255.32,2896.74,4028.15
,ALLAHABAD BANK,1183.83,569.6,659.84,-,1093.59,246.09,440.19
,ANDHRA BANK,436.91,243.66,283.56,-,397.01,52.46,47.25
,BANK OF BARODA,2390.14,773.66,1071.66,-,2092.14,518.04,501.67
,BANK OF INDIA,2479.18,946.92,1325.61,-,2100.49,969.5,812.03
,BANK OF MAHARASHTRA,944.08,309.12,432.93,-,820.27,334.06,277.38
,CANARA BANK,1792.61,1271.72,1570.9,-,1493.43,879.18,926.97
,CENTRAL BANK OF INDIA,2684,807,919,-,2572,972,878
,CORPORATION BANK,625.57,268.9,269.9,-,624.57,153.79,141.93
,DENA BANK,949.4,533.76,738.68,-,744.48,432.85,364.8
,IDBI LIMITED,1115.52,930.74,814.4,-,1231.86,563.12,721.93
,INDIAN BANK,668.99,172.07,295.25,-,545.81,176.66,102.13
,INDIAN OVERSEAS BANK,1227.55,707.43,814.77,-,1120.21,224.33,257.83
,ORIENTAL BANK OF COMMERCE,2116.31,379.27,1041.53,-,1454.05,162.98,215.66
,PUNJAB AND SIND BANK,941.5,76.49,727.15,-,290.84,220.42,77.04
,PUNJAB NATIONAL BANK,3138.29,2061.26,1808.83,-,3390.72,210.17,725.62
,SYNDICATE BANK,1506.36,740.1,686.65,-,1559.81,312.53,391.01
,UCO BANK,1234.74,1004.14,732.65,-,1506.23,784.94,1006.06
,UNION BANK OF INDIA,2098.05,750.21,975.64,-,1872.62,833.95,601.22
,UNITED BANK OF INDIA,744,406,333,-,817,303,333
,VIJAYA BANK,540.15,398,373.84,-,564.31,142.32,143.96
,NATIONALISED BANKS,28817.18,13350.05,15875.79,-,26291.44,8492.39,8965.68
,AB BANK LIMITED,-,-,-,-,-,-,-
,ABU DHABI COMMERCIAL BANK PJSC,63.18,2.04,17.46,7.98,39.78,18.94,1.28
,AMERICAN EXPRESS BANK LTD,20.44,22.11,20.9,-,21.65,11.72,12.31
,"BANK OF AMERICA , NATIONAL ASSOCIATION",3.89,-,3.19,-,0.7,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,45,1.84,3.83,5.73,37.28,2.17,0.19
,BANK OF CEYLON,32.79,0.42,4.26,-,28.95,11.56,6.08
,BANK OF NOVA SCOTIA,69.9,-,51.72,-,18.18,24.48,-
,BARCLAYS BANK PLC,-,-,-,-,-,-,-
,BNP PARIBAS,41.04,0.03,2.31,-,38.76,-,-
,CITIBANK N.A,391.8,208.6,-,70.4,530,233.5,336.1
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,9.53,-,6.48,-,3.05,1.54,-
,"CTBC BANK CO., LTD.",3.53,-,0.58,-,2.95,1.77,0.32
,DBS BANK INDIA LIMITED,-,-,-,-,-,-,-
,DEUTSCHE BANK AG,8.26,4.54,1.78,-,11.02,-,0.42
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,317.5,439.38,361.89,-,394.99,97.46,98.58
,HSBC BANK OMAN S.A.O.G.,141.38,16.99,3.61,-,154.76,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,61.77,-,-,61.77,-,17.38
,KBC BANK NV,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,12.26,-,12.26,-,-,-,-
,MIZUHO BANK LTD,7.13,-,0.55,-,6.58,0.5,0.5
,"MUFG BANK, LTD.",7.94,-,0.22,-,7.72,1.12,1.13
,PT BANK MAYBANK INDONESIA TBK,0.24,-,0.24,-,-,-,-
,SBM BANK (INDIA) LIMITED,10.61,-,10.61,-,-,4.31,-
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,5.314,-,1.828,-,3.486,-,-
,SONALI BANK,0.9165,0.0093,0.0459,-,0.8799,0.0225,0.0225
,STANDARD CHARTERED BANK,683.81,436.36,320.69,-,799.48,378.95,431.9
,THE ROYAL BANK OF SCOTLAND PLC,51.12,222.96,173.2,-,100.88,16.47,21.28
,FOREIGN BANKS,1927.5805,1417.0493,997.6539,84.11,2262.8659,804.5125,927.4925
2006,STATE BANK OF BIKANER AND JAIPUR,399.51,150.69,161.47,-,388.73,193.95,187.16
,STATE BANK OF HYDERABAD,553.32,272.69,372.95,-,453.06,95.32,75.39
,STATE BANK OF INDIA,11656.99,4327.28,6356.13,-,9628.14,6303.34,4911.41
,STATE BANK OF INDORE,303.48,242.3,182.85,-,362.93,90.72,216.8
,STATE BANK OF MYSORE,415.37,-,17.24,-,398.13,80.99,86.46
,STATE BANK OF PATIALA,653.1,289.87,400.02,-,542.95,189.49,220.36
,STATE BANK OF SAURASHTRA,170.01,92.56,105.45,-,157.12,94.19,98.06
,STATE BANK OF TRAVANCORE,652.13,186.88,229.06,-,609.95,269.3,276.46
,STATE BANK OF INDIA AND ITS ASSOCIATES,14803.91,5562.27,7825.17,-,12541.01,7317.3,6072.1
,AXIS BANK LIMITED,324.77,179.86,126.68,-,377.95,226.08,219.83
,BANK OF PUNJAB LIMITED,-,-,-,-,-,-,-
,BANK OF RAJASTHAN LTD,159.18,14.93,35.26,3.34,135.51,72.25,40.18
,BHARAT OVERSEAS BANK LTD,57.79,30.41,12.92,8.62,66.66,25.62,38.4
,CENTURION BANK OF PUNJAB LTD.,162.07,381.33,222.79,-,320.61,55.05,73.95
,CITY UNION BANK LIMITED,130.69,38.55,56.41,-,112.83,67.79,49.79
,CSB BANK LIMITED,169.75,42.84,52.67,-,159.92,86.85,74.79
,DCB BANK LIMITED,310.75,63.52,59.35,-,314.92,143.87,83.96
,DHANLAXMI BANK LIMITED,125.58,24.53,38.73,-,111.38,58.43,44.89
,FEDERAL BANK LTD,677.79,159.45,274.19,-,563.05,194.51,111.6
,GANESH BANK OF KURUNDWAD LTD,18.21,2.81,1.95,-,19.07,10.29,7.86
,HDFC BANK LTD.,439.17,569,499.28,-,508.89,60.63,155.18
,ICICI BANK LIMITED,2770.43,1020.23,1568.07,-,2222.59,1505.27,1052.68
,INDUSIND BANK LTD,320.53,108.96,160.66,-,268.83,244.27,194.97
,ING VYSYA BANK LTD,194.27,228.37,241.71,-,180.93,193.29,180.47
,JAMMU & KASHMIR BANK LTD,317.25,157.95,105.01,-,370.19,162.93,133.87
,KARNATAKA BANK LTD,501.78,58.01,144.66,-,415.13,143.3,91.52
,KARUR VYSYA BANK LTD,241.91,52.32,71.08,-,223.15,75.75,44.83
,KOTAK MAHINDRA BANK LTD.,27.92,42.78,32.99,-,37.71,14.9,14.99
,LAKSHMI VILAS BANK LTD,187.45,11.97,74.65,-,124.77,115.05,55.59
,LORD KRISHNA BANK LTD,90.64,18.11,38.04,-,70.71,58.47,44.27
,NAINITAL BANK LTD,9.47,9.12,7.01,-,11.58,-,-
,RBL BANK LTD,46,3.11,9.82,-,39.29,23.49,12.79
,SANGLI BANK LTD,76.13,4.72,18.87,-,61.98,34.82,20.79
,SBI COMMERCIAL & INTERNATIONAL BANK LTD,67.52,8.58,32.36,-,43.74,17.65,9.68
,SOUTH INDIAN BANK LTD,366.13,97.94,136.25,-,327.82,204.22,118.2
,TAMILNAD MERCANTILE BANK LTD,321.13,79.81,170.36,-,230.58,76.99,67.92
,UNITED WESTERN BANK LTD,450.2,174.38,133.61,-,490.97,232.09,227.29
,YES BANK LTD.,-,-,-,-,-,-,-
,PRIVATE SECTOR BANKS,8564.51,3583.59,4325.38,11.96,7810.76,4103.86,3170.29
,ALLAHABAD BANK,1284.27,337.65,438.09,-,1183.83,270.7,246.09
,ANDHRA BANK,440.93,153.26,157.28,-,436.91,48.97,52.46
,BANK OF BARODA,3321.81,549.65,1481.32,-,2390.14,619.64,518.04
,BANK OF INDIA,3155.91,709.19,1385.92,-,2479.18,1554.28,969.5
,BANK OF MAHARASHTRA,961.94,274.52,292.38,-,944.08,280.74,335.01
,CANARA BANK,2370.55,1404.92,1982.86,-,1792.61,1125.28,879.18
,CENTRAL BANK OF INDIA,2621,732,669,-,2684,814,972
,CORPORATION BANK,647.25,214.09,235.77,-,625.57,206.87,153.79
,DENA BANK,1147.54,333.97,532.11,-,949.4,591,432.85
,IDBI LIMITED,1215.89,1883.2,1983.57,-,1115.52,847.49,563.12
,INDIAN BANK,748.35,191.58,270.94,-,668.99,247.42,176.66
,INDIAN OVERSEAS BANK,1388.15,475.84,636.44,-,1227.55,319.2,224.33
,ORIENTAL BANK OF COMMERCE,2512.82,372.97,769.48,-,2116.31,327.14,162.98
,PUNJAB AND SIND BANK,1197.41,108.23,364.14,-,941.5,509.81,220.42
,PUNJAB NATIONAL BANK,3741.34,902.82,1505.87,-,3138.29,119.44,210.17
,SYNDICATE BANK,1432.78,554.34,480.76,-,1506.36,425.89,312.53
,UCO BANK,1399.34,548.41,713.01,-,1234.74,810.74,784.94
,UNION BANK OF INDIA,2058.15,752.84,712.94,-,2098.05,1060.38,833.95
,UNITED BANK OF INDIA,726.37,254.93,237,-,744.3,277.09,303.09
,VIJAYA BANK,431.64,384.38,275.87,-,540.15,84.61,142.32
,NATIONALISED BANKS,32803.44,11138.79,15124.75,-,28817.48,10540.69,8493.43
,AB BANK LIMITED,0.0708,-,0.0708,-,-,0.0415,-
,ABU DHABI COMMERCIAL BANK PJSC,41.17,38.76,11.65,5.1,63.18,11.44,18.94
,AMERICAN EXPRESS BANK LTD,24.3,2.56,6.42,-,20.44,14.68,11.72
,"BANK OF AMERICA , NATIONAL ASSOCIATION",18.41,-,14.52,-,3.89,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,65.27,0.12,15.92,4.46,45.01,14.57,2.17
,BANK OF CEYLON,25.65,8.18,1.04,-,32.79,8.16,11.56
,BANK OF NOVA SCOTIA,97.33,-,27.44,-,69.89,63.32,24.48
,BARCLAYS BANK PLC,-,-,-,-,-,-,-
,BNP PARIBAS,62.78,-,15.26,6.49,41.03,9.92,-
,CITIBANK N.A,369.7,111,88.9,-,391.8,181,233.5
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,29.85,23.4,43.72,-,9.53,2.06,1.54
,"CTBC BANK CO., LTD.",17.71,-,14.18,-,3.53,3.53,1.77
,DBS BANK INDIA LIMITED,-,-,-,-,-,-,-
,DEUTSCHE BANK AG,8.41,-,0.15,-,8.26,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,409.28,322.88,414.65,-,317.51,63.3,97.47
,HSBC BANK OMAN S.A.O.G.,131.89,14.78,5.29,-,141.38,7,3.12
,ING BANK N.V.,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,KBC BANK NV,-,-,-,-,-,-,-
