dataset,column,dtype,non_null,missing,missing_pct,unique_values,zero_variance,near_constant,largest_value_share,infinite_count
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Evidence_Review.csv,verified_state_final,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Evidence_Review.csv,verified_investment_final,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Evidence_Review.csv,verified_capacity_final,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Evidence_Review.csv,verified_approval_date_final,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Evidence_Review.csv,verification_decision,object,51,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Model_Diagnostics.csv,project_id,object,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Model_Diagnostics.csv,company,object,10,0,0.0,9,NO,NO,0.2,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Model_Diagnostics.csv,actual_exposure,float64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Model_Diagnostics.csv,predicted_exposure,float64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Model_Diagnostics.csv,absolute_error,float64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,project_id,object,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,company,object,10,0,0.0,9,NO,NO,0.2,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,project_type,object,10,0,0.0,6,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,project_group,object,10,0,0.0,4,NO,NO,0.6,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,state,object,10,0,0.0,6,NO,NO,0.4,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,approval_date,object,10,0,0.0,5,NO,NO,0.4,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,approval_year,int64,10,0,0.0,3,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,investment_crore,int64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,investment_category,object,10,0,0.0,4,NO,NO,0.4,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,capacity_value,float64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,capacity_unit,object,10,0,0.0,8,NO,NO,0.2,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,capacity_category,object,10,0,0.0,7,NO,NO,0.2,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,technology,object,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,technology_partner,object,6,4,40.0,6,NO,NO,0.166667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,source_document,object,10,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,source_page,int64,10,0,0.0,2,NO,NO,0.9,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,source,object,10,0,0.0,2,NO,NO,0.9,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,data_quality_flag,object,10,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,project_type_standardized,object,10,0,0.0,5,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Master_Canonical_BACKUP_BEFORE_2026_EXPANSION.csv,state_verified,bool,10,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,candidate_id,object,51,0,0.0,51,NO,NO,0.019608,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,company_candidate,object,50,1,1.9608,50,NO,NO,0.02,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,project_type_candidate,object,29,22,43.1373,7,NO,NO,0.37931,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,state_candidates,object,17,34,66.6667,11,NO,NO,0.294118,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,investment_candidates_crore,object,30,21,41.1765,28,NO,NO,0.066667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,capacity_candidates,object,4,47,92.1569,4,NO,NO,0.25,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,source_document,object,51,0,0.0,3,NO,NO,0.45098,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,source_page,int64,51,0,0.0,46,NO,NO,0.039216,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,evidence_score,int64,51,0,0.0,2,NO,NO,0.509804,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,has_investment_signal,bool,51,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,has_capacity_signal,bool,51,0,0.0,2,NO,NO,0.509804,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,has_company_signal,bool,51,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,possible_existing_company,bool,51,0,0.0,2,NO,NO,0.960784,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,discovery_status,object,51,0,0.0,3,NO,NO,0.490196,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_company,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_project_type,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_state,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_approval_date,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_investment_crore,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_capacity_value,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_capacity_unit,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_capacity_category,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_technology,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verified_technology_partner,float64,0,51,100.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,final_verification_status,object,51,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,matched_text,object,51,0,0.0,51,NO,NO,0.019608,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verification_status,object,51,0,0.0,5,NO,NO,0.568627,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verification_priority,object,51,0,0.0,3,NO,NO,0.568627,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,possible_existing_project,bool,51,0,0.0,2,NO,NO,0.980392,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,matched_project_id,object,1,50,98.0392,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,company_match_score,float64,51,0,0.0,50,NO,NO,0.039216,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,state_match,bool,51,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,project_type_match,bool,51,0,0.0,2,NO,NO,0.666667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,false_positive_flag,bool,51,0,0.0,2,NO,NO,0.980392,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,false_positive_reason,object,1,50,98.0392,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,verification_score,float64,51,0,0.0,7,NO,NO,0.333333,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Project_Verification_Queue.csv,manual_verification_required,bool,51,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_1,object,26,1958,98.6895,26,NO,NO,0.038462,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_2,object,1977,7,0.3528,156,NO,NO,0.010622,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_3,object,1980,4,0.2016,1537,NO,NO,0.187374,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_4,object,1978,6,0.3024,1426,NO,NO,0.27452,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_5,object,1978,6,0.3024,1456,NO,NO,0.254803,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_6,object,1978,6,0.3024,872,NO,NO,0.553589,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_7,object,1978,6,0.3024,1536,NO,NO,0.188069,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_8,object,1979,5,0.252,1391,NO,NO,0.28954,0
01_Raw_Data/Semiconductor/Semiconductor_Master/RBI_NPA_Features_For_Semiconductor_Model.csv,unnamed:_9,object,1978,6,0.3024,1400,NO,NO,0.285137,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_Master_Audit.csv,audit_check,object,8,0,0.0,8,NO,NO,0.125,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_Master_Audit.csv,value,int64,8,0,0.0,4,NO,NO,0.625,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_Master_Audit.csv,expected,int64,8,0,0.0,4,NO,NO,0.625,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_Master_Audit.csv,status,object,8,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,feature,object,27,0,0.0,27,NO,NO,0.037037,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,dtype,object,27,0,0.0,2,NO,NO,0.814815,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,non_null,int64,27,0,0.0,7,NO,NO,0.518519,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,missing,int64,27,0,0.0,7,NO,NO,0.518519,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,coverage_pct,float64,27,0,0.0,7,NO,NO,0.518519,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,unique_values,int64,27,0,0.0,13,NO,NO,0.148148,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,zero_variance,object,27,0,0.0,2,NO,NO,0.925926,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,manufacturing_coverage_pct,float64,27,0,0.0,3,NO,NO,0.777778,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,semiconductor_design_coverage_pct,float64,27,0,0.0,5,NO,NO,0.62963,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,field_role,object,27,0,0.0,7,NO,NO,0.222222,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Ecosystem_ML_Feasibility_Audit.csv,ml_status,object,27,0,0.0,7,NO,NO,0.518519,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,ecosystem_id,object,36,0,0.0,36,NO,NO,0.027778,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,financial_rank_within_scope,float64,36,0,0.0,24,NO,NO,0.055556,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,state_financial_share_within_scope,float64,36,0,0.0,13,NO,NO,0.305556,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,company_project_count,int64,36,0,0.0,2,NO,NO,0.888889,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_manufacturing,int64,36,0,0.0,2,NO,NO,0.666667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_fab,int64,36,0,0.0,2,NO,NO,0.916667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_osat,int64,36,0,0.0,2,NO,NO,0.833333,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_ai_related,int64,36,0,0.0,2,NO,NO,0.861111,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_telecom_related,int64,36,0,0.0,2,NO,NO,0.833333,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_automotive_related,int64,36,0,0.0,2,NO,NO,0.916667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_iot_related,int64,36,0,0.0,2,NO,NO,0.888889,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,is_medical_related,int64,36,0,0.0,2,NO,NO,0.944444,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,has_technology_partner,int64,36,0,0.0,2,NO,NO,0.833333,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_financial_rank_within_scope,float64,36,0,0.0,24,NO,NO,0.055556,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_state_financial_share_within_scope,float64,36,0,0.0,13,NO,NO,0.305556,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_company_project_count,float64,36,0,0.0,2,NO,NO,0.888889,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_manufacturing,float64,36,0,0.0,2,NO,NO,0.666667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_fab,float64,36,0,0.0,2,NO,NO,0.916667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_osat,float64,36,0,0.0,2,NO,NO,0.833333,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_ai_related,float64,36,0,0.0,2,NO,NO,0.861111,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_telecom_related,float64,36,0,0.0,2,NO,NO,0.833333,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_automotive_related,float64,36,0,0.0,2,NO,NO,0.916667,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_iot_related,float64,36,0,0.0,2,NO,NO,0.888889,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_is_medical_related,float64,36,0,0.0,2,NO,NO,0.944444,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Ecosystem_Clustering_Final.csv,z_has_technology_partner,float64,36,0,0.0,2,NO,NO,0.833333,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Feature_Importance.csv,feature,object,34,0,0.0,24,NO,NO,0.058824,0
01_Raw_Data/Semiconductor/Semiconductor_Master/Semiconductor_Feature_Importance.csv,importance,float64,34,0,0.0,18,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Meity_Relevant_Pages.csv,document,object,48,0,0.0,2,NO,NO,0.5625,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Meity_Relevant_Pages.csv,page,int64,48,0,0.0,45,NO,NO,0.041667,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Meity_Relevant_Pages.csv,matched_terms,object,48,0,0.0,23,NO,NO,0.166667,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Meity_Relevant_Pages.csv,text,object,48,0,0.0,48,NO,NO,0.020833,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,project_name,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,company,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,project_type,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,location,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,investment_crore,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,government_support_crore,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,capacity,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,capacity_unit,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,technology,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,approval_date,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,status,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,expected_operation,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,employment,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,source_document,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,source_page,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Semiconductor_Capacity_Master.csv,source_url,object,0,0,0.0,0,YES,NO,,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,project_id,object,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,company,object,10,0,0.0,9,NO,NO,0.2,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,project_type,object,10,0,0.0,6,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,state,object,10,0,0.0,6,NO,NO,0.4,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,approval_date,object,10,0,0.0,5,NO,NO,0.4,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,investment_crore,int64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,capacity_value,float64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,capacity_unit,object,10,0,0.0,8,NO,NO,0.2,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,technology,object,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,technology_partner,object,6,4,40.0,6,NO,NO,0.166667,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,source_document,object,10,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,source_page,int64,10,0,0.0,2,NO,NO,0.9,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,source,object,10,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,project_type_standardized,object,10,0,0.0,5,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,capacity_category,object,10,0,0.0,7,NO,NO,0.2,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,investment_per_capacity_unit,float64,10,0,0.0,10,NO,NO,0.1,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,data_quality_flag,object,10,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,investment_crore_investment,float64,2,8,80.0,2,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,approval_date_investment,object,2,8,80.0,2,NO,NO,0.5,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,data_quality_flag_investment,object,2,8,80.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Project_Master/Semiconductor_Project_Master.csv,investment_match_status,object,10,0,0.0,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,project_id,object,11,0,0.0,11,NO,NO,0.090909,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,company,object,11,0,0.0,9,NO,NO,0.181818,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,project_type,object,11,0,0.0,6,NO,NO,0.454545,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,state,object,11,0,0.0,6,NO,NO,0.363636,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,approval_date,object,10,1,9.0909,5,NO,NO,0.4,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,investment_crore,int64,11,0,0.0,10,NO,NO,0.181818,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,capacity_primary_value,float64,11,0,0.0,10,NO,NO,0.181818,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,capacity_primary_unit,object,11,0,0.0,8,NO,NO,0.181818,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,capacity_secondary_value,float64,1,10,90.9091,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,capacity_secondary_unit,object,1,10,90.9091,1,YES,NO,1.0,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,technology,object,11,0,0.0,10,NO,NO,0.181818,0
01_Raw_Data/Semiconductor/Semiconductor_Capacity/Extracted_Capacity_Data/Semiconductor_Capacity_Master_v2.csv,technology_partner,object,7,4,36.3636,6,NO,NO,0.285714,0
