ecosystem_id,z_financial_rank_within_scope,z_state_financial_share_within_scope,z_company_project_count,z_is_manufacturing,z_is_fab,z_is_osat,z_is_ai_related,z_is_telecom_related,z_is_automotive_related,z_is_iot_related,z_is_medical_related,z_has_technology_partner
DLI-001,-1.2523759322336294,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,2.23606797749979,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-002,-0.8188611864604499,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,2.4899799195977463,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-003,0.9151977966322666,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,2.4899799195977463,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-004,0.3371781356013612,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,2.8284271247461903,4.123105625617661,-0.4472135954999579
DLI-005,-0.2408415254295444,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,2.23606797749979,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-006,0.6261879661168142,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,3.3166247903554,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-007,0.1926732203436349,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-008,1.6377223729208987,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-009,-1.1078710169759032,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,2.23606797749979,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-010,-0.6743562712027237,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,4.123105625617661,-0.4472135954999579
DLI-011,-0.5298513559449972,0.5020485004675134,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,2.23606797749979,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-012,0.7706928813745404,-0.3696365883063887,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,2.23606797749979,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-013,1.2042076271477196,-0.3696365883063887,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-014,-0.9633661017181764,-0.3696365883063887,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,2.4899799195977463,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-015,1.4932174576631725,-0.3696365883063887,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,2.8284271247461903,-0.2425356250363329,-0.4472135954999579
DLI-016,1.059702711889993,-0.6903239086199844,2.82842712474619,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,2.4899799195977463,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-017,1.3487125424054458,-0.6903239086199844,2.82842712474619,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,2.4899799195977463,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-018,-1.3968808474913557,-0.8356401201792819,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,2.8284271247461903,-0.2425356250363329,-0.4472135954999579
DLI-019,-0.3853464406872707,-0.8356401201792819,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,2.23606797749979,-0.3015113445777636,2.8284271247461903,-0.2425356250363329,-0.4472135954999579
DLI-020,0.4816830508590874,-0.8356401201792819,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-021,-0.096336610171818,-1.056914086680792,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-022,0.0481683050859082,-1.035744251352103,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,3.3166247903554,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-023,-1.6858906780068086,-1.035744251352103,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,-0.3015113445777636,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
DLI-024,-1.541385762749082,-1.1632454919194235,-0.3535533905932739,-0.7071067811865475,-0.3015113445777636,-0.4472135954999579,-0.4016096644512493,-0.4472135954999579,3.3166247903554,-0.3535533905932738,-0.2425356250363329,-0.4472135954999579
