Statement 1: Deployment of Gross Bank Credit by Major Sectors,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,source_file,source_sheet,Statement 2: Industry-wise Deployment of Gross Bank Credit
(Rs. Crore),,,,,,,,,,SIBCSJ26E31072026E.xlsx,Statement 1,
Sector,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBCSJ26E31072026E.xlsx,Statement 1,
,"28.Jun,2024","4.Apr,2025","27.Jun,2025","31.Mar,2026","30.Jun,2026","27.Jun,2025 / 28.Jun,2024","30.Jun,2026 / 27.Jun,2025","27.Jun,2025 / 4.Apr,2025","30.Jun,2026 / 31.Mar,2026",SIBCSJ26E31072026E.xlsx,Statement 1,
  (i)     Agriculture and Allied Activities5,2060243.710428,2287794.295478,2233684.969098,2652747.004675,2620848.913005,8.41848261893098,17.33296992473131,-2.3651307500395116,-1.2024551008364244,SIBCS29052026.xlsx,Statement 1,
  (ii)    Micro and Small Enterprises6,1964018.699137,2239408.718898,2313293.032988,2896912.498024,2973316.811098,17.783656235272773,28.53178428750421,3.2992777721414797,2.637439450660522,SIBCS29052026.xlsx,Statement 1,
  (iii)   Medium Enterprises7,498948.464797,601450.822701,604298.814098,709162.716909,708509.481621,21.114475087895567,17.24489029132863,0.4735202429701793,-0.09211359712298448,SIBCS29052026.xlsx,Statement 1,
  (iv)   Housing,753576.045014,746651.293154,744227.978899,1043835.959677,1041436.253228,-1.240494065177773,39.9351116533788,-0.32455769878378243,-0.22989306190816483,SIBCS29052026.xlsx,Statement 1,
  (v)    Educational Loans,61027.527318,62825.537219,62636.893366,77289.145552,77211.884525,2.6371149524278947,23.26901986315859,-0.30026619962264456,-0.0999636190155827,SIBCS29052026.xlsx,Statement 1,
  (vi)   Renewable Energy,5483.51,10324.84,11978.912546,13010.67,13852.18,118.45337285789574,15.638042658768075,16.02032134154136,6.4678452377932905,SIBCS29052026.xlsx,Statement 1,
  (vii)  Social Infrastructure,809.96,1316.48,1146.67,1486.04,1551.11,41.57118870067658,35.27082770108225,-12.898790714632957,4.378751581384077,SIBCS29052026.xlsx,Statement 1,
  (viii)  Export Credit,12573.033152,12478.775188000001,13193.128986000002,11435.530148,11607.291578999999,4.931950997849413,-12.020176628931827,5.724550584795742,1.501997972783439,SIBCS29052026.xlsx,Statement 1,
  (ix)   Others,75156.337482,49552.334361,48690.042191,44819.666828,42625.845157,-35.21498808711734,-12.45469660965075,-1.740164577753303,-4.894774607359332,SIBCS29052026.xlsx,Statement 1,
  (x)    Weaker Sections including net PSLC- SF/MF,1605820.904237,1864606.180081,1789687.092674,2071082.657476,1980618.144113,11.449981000487925,10.6684041149186,-4.0179576903336,-4.367981791380933,SIBCS29052026.xlsx,Statement 1,
"Notes:
(1) Data are provisional.  Bank credit, Food credit and Non-food credit data are based on fortnightly Section-42 return, which covers all scheduled commercial banks (SCBs), while sectoral non-food credit data are based on sector-wise and industry-wise bank credit (SIBC) return, which covers select banks accounting for about 95 per cent of total non-food credit extended by all SCBs.  Data for the fortnights corresponding to the Section-42 fortnights are not available for the SIBC return. Therefore, reference periods (fortnights dates) considered for arriving sectoral non-food credit growth rates are different than the reference period for arriving growth rates of Section-42 data.      ",,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
"(2) With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year.",,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
1 Wholesale trade includes food procurement credit outside the food credit consortium.,,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
"2 NBFCs include HFCs, PFIs, Microfinance Institutions (MFIs), NBFCs engaged in gold loan and others.        ",,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
"3 “Other Services” include Mutual Fund (MFs), Banking and Finance other than NBFCs and MFs, and other services which are not indicated elsewhere under services.",,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
"4 Since May 2024, a bank has changed the classification of a category of agricultural loan into “Loans against gold jewellery” under retail segment.",,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
5 “Agriculture and Allied Activities” under the priority sector also include priority sector lending certificates (PSLCs).        ,,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
6 “Micro and Small Enterprises” under the priority sector include credit to micro and small enterprises in industry and services sectors and also include PSLCs.,,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
7 “Medium Enterprises” under the priority sector include credit to medium enterprises in industry and services sectors.       ,,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
,,,,,,,,,,SIBCS29052026.xlsx,Statement 2,(Rs. Crore)
,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBCS29052026.xlsx,Statement 2,Industry
,"19.Apr,2024","21.Mar,2025","18.Apr,2025","31.Mar,2026","30.Apr,2026","18.Apr,2025 / 19.Apr,2024","30.Apr,2026 / 18.Apr,2025","18.Apr,2025 / 21.Mar,2025","30.Apr,2026 / 31.Mar,2026",SIBCS29052026.xlsx,Statement 2,
,,,,,,%,%,%,%,SIBCS29052026.xlsx,Statement 2,
,55370.820793,56817.556194,54031.705204,60930.816283,59255.528088,-2.4184499521980944,9.668069634813744,-4.903151730933102,-2.7494924525857942,SIBCS29052026.xlsx,Statement 2,2.1. Mining and Quarrying (incl. Coal)
,210713.093451,219524.798106,224434.0273,250187.008269,254264.861994,6.511666467556612,13.291582855270548,2.236298238903064,1.6299222542425156,SIBCS29052026.xlsx,Statement 2,2.2. Food Processing
,27895.719993,28521.702093,28381.071474,29742.416505,28257.521043,1.7398779494553034,-0.43532687309985685,-0.49306531055351754,-4.992517880147278,SIBCS29052026.xlsx,Statement 2,2.2.1. Sugar
,20149.576031,20927.253641,21239.062212,26225.645787,28248.643821,5.406993076796416,33.00325381145882,1.489964122139353,7.713815897730138,SIBCS29052026.xlsx,Statement 2,2.2.2. Edible Oils and Vanaspati
,5720.866517,5083.83262,4981.295421,5126.835226,4827.652045,-12.927606225425947,-3.084406023225901,-2.0169271229862074,-5.835630907011333,SIBCS29052026.xlsx,Statement 2,2.2.3. Tea
,156946.930911,164992.009752,169832.598194,189092.110751,192931.045086,8.210206601814388,13.60071454928495,2.9338320378519427,2.0301927561933972,SIBCS29052026.xlsx,Statement 2,2.2.4. Others
,31593.368416,35515.454614,34581.558458,40158.258454,38514.289886,9.458282518829721,11.372337174382643,-2.629548646216303,-4.093724756224469,SIBCS29052026.xlsx,Statement 2,2.3. Beverage and Tobacco
,253817.929188,277267.085246,275378.593212,301868.423255,298223.499663,8.494539409794898,8.295817835561708,-0.6811093470847672,-1.207454410997128,SIBCS29052026.xlsx,Statement 2,2.4. Textiles
,97698.307026,107494.595816,103961.47412,110268.444554,108945.917593,6.410722237319032,4.794510192541704,-3.2867900652863478,-1.1993702879814687,SIBCS29052026.xlsx,Statement 2,2.4.1. Cotton Textiles
,4265.325107,4288.234703,4333.453282,4994.105944,5196.120721,1.5972563237487525,19.907159091417657,1.054480039732105,4.045063906637867,SIBCS29052026.xlsx,Statement 2,2.4.2. Jute Textiles
,44280.656628,49186.259419,49563.386784,52031.983847,50898.290894,11.930107993609958,2.6933270638214903,0.7667331678698888,-2.178838608832652,SIBCS29052026.xlsx,Statement 2,2.4.3. Man-Made Textiles
,107573.640427,116297.995308,117520.279027,134573.88891,133183.170454,9.246353066158273,13.327820148726415,1.0509929390983404,-1.0334236955358285,SIBCS29052026.xlsx,Statement 2,2.4.4. Other Textiles
,12488.611674,12979.843088,13156.767397,14147.201015,14003.201148,5.350120096944251,6.433447711426471,1.3630697058546752,-1.0178682472053673,SIBCS29052026.xlsx,Statement 2,2.5. Leather and Leather Products
,23840.038902,27825.967375,27842.29368,31055.061203,31181.525224,16.787954056837716,11.993378068555744,0.05867291073828726,0.40722515461596653,SIBCS29052026.xlsx,Statement 2,2.6. Wood and Wood Products
,46269.564554,52847.593915,52465.024104,58963.985152,59468.302013,13.389924045577391,13.348469820804038,-0.7239115022252971,0.8552964317115757,SIBCS29052026.xlsx,Statement 2,2.7. Paper and Paper Products
,133966.744902,154178.5291,135500.499051,204180.229698,186679.908018,1.144876775293723,37.77064241493087,-12.114546790678924,-8.571016746275824,SIBCS29052026.xlsx,Statement 2,"2.8. Petroleum, Coal Products and Nuclear Fuels"
,251948.590356,267814.870041,267190.483178,307905.567082,310276.963056,6.049604326209339,16.125753943599907,-0.2331412228545803,0.770169892176209,SIBCS29052026.xlsx,Statement 2,2.9. Chemicals and Chemical Products
,36872.644494,32011.209754,31849.527737,30585.683931,31761.159953,-13.622881748601928,-0.27745398528262594,-0.5050793713905048,3.843222942641475,SIBCS29052026.xlsx,Statement 2,2.9.1. Fertiliser
,81731.935041,88524.293888,86140.874676,104391.409087,103889.241842,5.394390372365835,20.603885475689193,-2.692389972650299,-0.48104269248966364,SIBCS29052026.xlsx,Statement 2,2.9.2. Drugs and Pharmaceuticals
,28033.711851,28797.461456,31760.5738,36807.94201,37907.842689,13.294215082213794,19.355030950353925,10.289491483571819,2.9882156375414226,SIBCS29052026.xlsx,Statement 2,2.9.3. Petro Chemicals
,105310.298969,118481.904944,117439.506964,136120.532054,136718.718573,11.51758955557657,16.416291337896926,-0.8797950881129736,0.43945355632512206,SIBCS29052026.xlsx,Statement 2,2.9.4. Others
,88991.481835,103464.613501,103556.0346,112778.582259,111129.309947,16.36623243559904,7.3132148949627735,0.08835977432913876,-1.4623985148282754,SIBCS29052026.xlsx,Statement 2,"2.10. Rubber, Plastic and their Products"
,12199.205962,13442.791875,13668.218161,16286.833106,16012.964202,12.041867344283801,17.154730875530973,1.6769305669251082,-1.6815356442690426,SIBCS29052026.xlsx,Statement 2,2.11. Glass and Glassware
,58089.225892,59752.607309,58452.206947,65112.661766,64738.790819,0.6248681221451532,10.755083854575751,-2.1763073120394743,-0.5741908514562074,SIBCS29052026.xlsx,Statement 2,2.12. Cement and Cement Products
,381615.538213,433501.154395,436006.37089,518062.281776,513051.298018,14.252782507677034,17.670596640762756,0.5779030735215259,-0.9672550838523829,SIBCS29052026.xlsx,Statement 2,2.13. Basic Metal and Metal Product
,269935.585718,300156.039772,299923.787356,356663.326486,349872.569116,11.109391730710323,16.65382469337533,-0.07737722558454031,-1.9039684951366886,SIBCS29052026.xlsx,Statement 2,2.13.1. Iron and Steel
,111679.952495,133345.114622,136082.583534,161398.95529,163178.728902,21.85050270333212,19.91154537511413,2.052920288651032,1.1027169344449044,SIBCS29052026.xlsx,Statement 2,2.13.2. Other Metal and Metal Product
,197262.150821,240135.894273,240022.092088,317373.700061,314000.44177,21.67670842532855,30.82147523940299,-0.04739074320585785,-1.062866359232566,SIBCS29052026.xlsx,Statement 2,2.14. All Engineering
,44539.985265,52863.096541,52984.332134,59905.307025,62416.947115,18.959024837477106,17.802649577887394,0.22933880331048842,4.19268377833675,SIBCS29052026.xlsx,Statement 2,2.14.1. Electronics
,152722.165555,187272.797732,187037.759954,257468.393037,251583.494655,22.46929532088247,34.50946734866496,-0.1255055623915829,-2.2856779865613692,SIBCS29052026.xlsx,Statement 2,2.14.2. Others
,111826.335417,119450.200207,119923.41523,141075.560129,142885.351026,7.240762905093888,19.147166341086525,0.3961609291402977,1.2828521788927294,SIBCS29052026.xlsx,Statement 2,"2.15. Vehicles, Vehicle Parts and Transport Equipment"
,83587.967289,85813.54569,90970.660505,121355.091929,114644.455069,8.83224398850953,26.023549166930383,6.009674549085758,-5.529753019285027,SIBCS29052026.xlsx,Statement 2,2.16. Gems and Jewellery
,138954.767708,160037.036601,158962.874632,179323.305745,179639.984238,14.399007140255232,13.007508610968218,-0.6711958630414281,0.17659639481012848,SIBCS29052026.xlsx,Statement 2,2.17. Construction
,1347829.153576,1364368.718422,1352393.497557,1490126.393523,1489021.652161,0.33864410551516977,10.10269236363594,-0.8777114795515341,-0.07413742665063618,SIBCS29052026.xlsx,Statement 2,2.18. Infrastructure
,654578.177511,692159.941731,696729.551503,842654.827977,846307.308672,6.439471317586304,21.468553593905646,0.6601956421476819,0.4334492100126686,SIBCS29052026.xlsx,Statement 2,2.18.1. Power
,142262.233554,123849.801843,112133.300679,108701.432686,98775.811586,-21.178447801864177,-11.912151887188283,-9.460250230236605,-9.131085814362368,SIBCS29052026.xlsx,Statement 2,2.18.2. Telecommunications
,340304.687108,334146.511227,337251.990655,338134.90822,338767.652833,-0.897048018627848,0.4494153392708988,0.9293765829236226,0.1871278586203634,SIBCS29052026.xlsx,Statement 2,2.18.3. Roads
,7442.56,9155.73,9293.33,6684.13,6874,24.86738434087195,-26.032972034781938,1.5028839863124008,2.840609024659902,SIBCS29052026.xlsx,Statement 2,2.18.4. Airports
,6342.32,5915.78,5467.05,8794.11,9513.84,-13.800470490293765,74.02145581254973,-7.585305741592818,8.184227852505819,SIBCS29052026.xlsx,Statement 2,2.18.5. Ports
,13043.828584,13414.976677,11936.593877,6730.318654,6677.885574,-8.488571433376338,-44.05535077416624,-11.02039038602796,-0.779057912344722,SIBCS29052026.xlsx,Statement 2,2.18.6. Railways (other than Indian Railways)
,183855.346819,185725.976945,179581.680844,178426.665987,182105.153495,-2.324471955230818,1.4051949169537634,-3.308258867212505,2.0616243024279965,SIBCS29052026.xlsx,Statement 2,2.18.7. Other Infrastructure
,246325.453241,300921.291372,285390.584082,353413.386342,340740.024667,15.859153135416925,19.3942770617466,-5.161052984715819,-3.5859880142558933,SIBCS29052026.xlsx,Statement 2,2.19. Other Industries
,3686690.04219,3985659.551324,3943926.906275,4584304.347049,4537732.351008,6.9774475516307275,15.056198018990246,-1.0470699895864652,-1.0159010509627078,SIBCS29052026.xlsx,Statement 2,Industries (2.1 to 2.19)
,,,,,,,,,,SIBCS29052026.xlsx,Statement 2,"Note: With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year."
(Rs. Crore),,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
Sector,Outstanding as on,,,Variation,,,,,,SIBCS30042026.xlsx,Statement 1,
,"5.Apr,2024","4.Apr,2025","31.Mar,2026","4.Apr,2025 / 5.Apr,2024","31.Mar,2026 / 4.Apr,2025",,,,,SIBCS30042026.xlsx,Statement 1,
,,,,%,%,,,,,SIBCS30042026.xlsx,Statement 1,
I. Bank Credit (II + III),16585169.702119999,18401354.284906946,21361434.744850088,10.95065420135432,16.086209819736162,,,,,SIBCS30042026.xlsx,Statement 1,
II. Food Credit,21208.24,29356.71,70271.35,38.421245704499746,139.37065836055882,,,,,SIBCS30042026.xlsx,Statement 1,
III. Non-food Credit,16563961.462119998,18371997.574906945,21291163.394850086,10.915481280983002,15.889212961415966,,,,,SIBCS30042026.xlsx,Statement 1,
,"22.Mar,2024","21.Mar,2025","31.Mar,2026","21.Mar,2025 / 22.Mar,2024","31.Mar,2026 / 21.Mar,2025",,,,,SIBCS30042026.xlsx,Statement 1,
1. Agriculture and Allied Activities,2071250.995736,2287060.099496,2646050.906114,10.419263730193853,15.696605729648766,,,,,SIBCS30042026.xlsx,Statement 1,
"2. Industry (Micro and Small, Medium and Large)",3682392.531552,3985659.551324,4582009.047049,8.235597296418144,14.962379200875246,,,,,SIBCS30042026.xlsx,Statement 1,
  2.1. Micro and Small,733123.356073,798472.66076,1063122.999847,8.913821138784304,33.144571140995765,,,,,SIBCS30042026.xlsx,Statement 1,
  2.2. Medium,306424.853962,363245.019249,442216.593546,18.542936237817813,21.7405800801541,,,,,SIBCS30042026.xlsx,Statement 1,
  2.3. Large,2642844.321517,2823941.871316,3076669.453656,6.852372965163889,8.949461209066081,,,,,SIBCS30042026.xlsx,Statement 1,
3. Services,4547236.765609,5093565.107574,6060801.975605,12.014512771732303,18.98938852460614,,,,,SIBCS30042026.xlsx,Statement 1,
  3.1. Transport Operators,232379.233542,261574.761822,286808.275291,12.563742394271744,9.646769165815499,,,,,SIBCS30042026.xlsx,Statement 1,
  3.2. Computer Software,25917.345642,32915.202169,45737.831611,27.00066829243391,38.95655684009907,,,,,SIBCS30042026.xlsx,Statement 1,
"  3.3. Tourism, Hotels and Restaurants",77815.892939,83366.436558,102559.216533,7.1329177233127465,23.02219066500117,,,,,SIBCS30042026.xlsx,Statement 1,
  3.4. Shipping,7066.78,7304.35,10383.57,3.361785707210365,42.15597554881679,,,,,SIBCS30042026.xlsx,Statement 1,
  3.5. Aviation,43283.01,46071.8,52687.58,6.443151712415567,14.359716789880139,,,,,SIBCS30042026.xlsx,Statement 1,
  3.6. Professional Services,167234.647086,195956.642789,218323.871955,17.174668170423903,11.414376592522224,,,,,SIBCS30042026.xlsx,Statement 1,
  3.7. Trade,1024407.716289,1184550.226859,1376198.104623,15.632692728060393,16.178957499521225,,,,,SIBCS30042026.xlsx,Statement 1,
    3.7.1. Wholesale Trade1,537188.975284,646098.731744,775969.59461,20.274011841442157,20.100776628278236,,,,,SIBCS30042026.xlsx,Statement 1,
    3.7.2. Retail Trade,487218.741004,538451.495115,600228.510013,10.51534963647456,11.473088190572463,,,,,SIBCS30042026.xlsx,Statement 1,
  3.8. Commercial Real Estate,460263.097704,523264.418947,627340.755526,13.688110464922998,19.889817233978917,,,,,SIBCS30042026.xlsx,Statement 1,
"  3.9. Non-Banking Financial Companies (NBFCs)2            of which,",1523054.468859,1635102.1619060002,2065554.7232610001,7.356775173703481,26.325728837226382,,,,,SIBCS30042026.xlsx,Statement 1,
    3.9.1. Housing Finance Companies (HFCs),321364.514275,323181.87,373339.12,0.5655122592175231,15.519821702869658,,,,,SIBCS30042026.xlsx,Statement 1,
    3.9.2. Public Financial Institutions (PFIs),212796.53246,228678.443837,348837.835849,7.4634258337763955,52.54513280563016,,,,,SIBCS30042026.xlsx,Statement 1,
  3.10. Other Services3,985814.5735490001,1123459.106523,1275208.0468040002,13.962517563365907,13.507295405762376,,,,,SIBCS30042026.xlsx,Statement 1,
4. Personal Loans,5346691.220911,5971696.129846,6941339.060551,11.689564313918025,16.237311973374055,,,,,SIBCS30042026.xlsx,Statement 1,
  4.1. Consumer Durables,23444.837766,23200.658602,21961.925281,-1.0415050274057036,-5.339216193169686,,,,,SIBCS30042026.xlsx,Statement 1,
  4.2. Housing (Including Priority Sector Housing),2718712.395268,3010476.605355,3355980.471179,10.731705589558652,11.47671651755811,,,,,SIBCS30042026.xlsx,Statement 1,
"  4.3. Advances against Fixed Deposits (Including FCNR              (B), NRNR Deposits etc.)",125082.24251,141842.08336,169107.20695,13.39905690342903,19.222168022448034,,,,,SIBCS30042026.xlsx,Statement 1,
"  4.4. Advances to Individuals against share, bonds, etc.",8492.355003,10079.513133,10545.96245,18.689257920086032,4.627696902074174,,,,,SIBCS30042026.xlsx,Statement 1,
  4.5. Credit Card Outstanding,257016.060676,284366.260475,294460.779546,10.6414360748756,3.549830086782551,,,,,SIBCS30042026.xlsx,Statement 1,
  4.6. Education,119379.603656,137456.056824,155849.759461,15.14199462421441,13.381514836084287,,,,,SIBCS30042026.xlsx,Statement 1,
  4.7. Vehicle Loans,573390.822871,622793.449718,738679.983697,8.615873306035533,18.60753898928661,,,,,SIBCS30042026.xlsx,Statement 1,
  4.8. Loans against gold jewellery4,93301.371708,206284.024542,460312.808453,121.09431058269473,123.14515604153293,,,,,SIBCS30042026.xlsx,Statement 1,
  4.9. Other Personal Loans,1427871.531455,1535197.477836,1734440.163534,7.516498789750018,12.978309864008548,,,,,SIBCS30042026.xlsx,Statement 1,
Priority Sector (Memo),,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
  (i)     Agriculture and Allied Activities5,2061125.592131,2287794.295478,2654548.134675,10.997326131526357,16.030892284411976,,,,,SIBCS30042026.xlsx,Statement 1,
  (ii)    Micro and Small Enterprises6,1974181.592811,2239408.718898,2900618.898024,13.434788727279551,29.5261054199779,,,,,SIBCS30042026.xlsx,Statement 1,
  (iii)   Medium Enterprises7,490692.832477,601450.822701,708794.436909,22.571756278749294,17.847446566942992,,,,,SIBCS30042026.xlsx,Statement 1,
  (iv)   Housing,755222.25644,746651.293154,1043835.959677,-1.1348928362363493,39.802337349157234,,,,,SIBCS30042026.xlsx,Statement 1,
  (v)    Educational Loans,62234.726239,62825.537219,77289.145552,0.9493268721567176,23.02186176710615,,,,,SIBCS30042026.xlsx,Statement 1,
  (vi)   Renewable Energy,5790.134324,10324.84,13848.29,78.3177975198905,34.12595255713406,,,,,SIBCS30042026.xlsx,Statement 1,
  (vii)  Social Infrastructure,813.034724,1316.48,1486.04,61.92174345557226,12.879800680602816,,,,,SIBCS30042026.xlsx,Statement 1,
  (viii)  Export Credit,11848.864447,12478.775188000001,11435.530148,5.31621189370166,-8.360155738707595,,,,,SIBCS30042026.xlsx,Statement 1,
  (ix)   Others,61339.167429,49552.334361,44819.666828,-19.215834779047565,-9.550846784576168,,,,,SIBCS30042026.xlsx,Statement 1,
  (x)    Weaker Sections including net PSLC- SF/MF,1617777.593105,1864606.180081,2071082.657476,15.257263299231512,11.073463104473376,,,,,SIBCS30042026.xlsx,Statement 1,
"Notes:
(1) Data are provisional.  Bank credit, Food credit and Non-food credit data are based on fortnightly Section-42 return, which covers all scheduled commercial banks (SCBs), while sectoral non-food credit data are based on sector-wise and industry-wise bank credit (SIBC) return, which covers select banks accounting for about 95 per cent of total non-food credit extended by all SCBs.  Data for the fortnights corresponding to the Section-42 fortnights are not available for the SIBC return. Therefore, reference periods (fortnights dates) considered for arriving sectoral non-food credit growth rates are different than the reference period for arriving growth rates of Section-42 data.      ",,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
"(2) With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year.",,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
1 Wholesale trade includes food procurement credit outside the food credit consortium.,,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
"2 NBFCs include HFCs, PFIs, Microfinance Institutions (MFIs), NBFCs engaged in gold loan and others.        ",,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
"3 “Other Services” include Mutual Fund (MFs), Banking and Finance other than NBFCs and MFs, and other services which are not indicated elsewhere under services.",,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
"4 Since May 2024, a bank has changed the classification of a category of agricultural loan into “Loans against gold jewellery” under retail segment.",,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
5 “Agriculture and Allied Activities” under the priority sector also include priority sector lending certificates (PSLCs).        ,,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
6 “Micro and Small Enterprises” under the priority sector include credit to micro and small enterprises in industry and services sectors and also include PSLCs.,,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
7 “Medium Enterprises” under the priority sector include credit to medium enterprises in industry and services sectors.       ,,,,,,,,,,SIBCS30042026.xlsx,Statement 1,
,,,,,,,,,,SIBCS30042026.xlsx,Statement 2,(Rs. Crore)
,Outstanding as on,,,Variation,,,,,,SIBCS30042026.xlsx,Statement 2,Industry
,"22.Mar,2024","21.Mar,2025","31.Mar,2026","21.Mar,2025 / 22.Mar,2024","31.Mar,2026 / 21.Mar,2025",,,,,SIBCS30042026.xlsx,Statement 2,
,,,,%,%,,,,,SIBCS30042026.xlsx,Statement 2,
,54220.184399,56817.556194,60931.916283,4.790414905058684,7.2413534910790185,,,,,SIBCS30042026.xlsx,Statement 2,2.1. Mining and Quarrying (incl. Coal)
,208862.771555,219524.798106,250274.778269,5.104799898814111,14.007520074407278,,,,,SIBCS30042026.xlsx,Statement 2,2.2. Food Processing
,26383.011251,28521.702093,29742.416505,8.10631819716537,4.279949380368844,,,,,SIBCS30042026.xlsx,Statement 2,2.2.1. Sugar
,19700.216132,20927.253641,25934.085787,6.228548462505761,23.924936505718918,,,,,SIBCS30042026.xlsx,Statement 2,2.2.2. Edible Oils and Vanaspati
,5691.947888,5083.83262,5125.965226,-10.68378136915226,0.8287567500599601,,,,,SIBCS30042026.xlsx,Statement 2,2.2.3. Tea
,157087.596283,164992.009752,189472.310751,5.031850799193517,14.837264565597094,,,,,SIBCS30042026.xlsx,Statement 2,2.2.4. Others
,31137.471103,35515.454614,40161.068454,14.06017687344621,13.08054166979105,,,,,SIBCS30042026.xlsx,Statement 2,2.3. Beverage and Tobacco
,256047.983577,277267.085246,302080.053255,8.287158278916442,8.949121381279413,,,,,SIBCS30042026.xlsx,Statement 2,2.4. Textiles
,99513.087082,107494.595816,110268.714554,8.020561885918726,2.5807053061053438,,,,,SIBCS30042026.xlsx,Statement 2,2.4.1. Cotton Textiles
,4279.559436,4288.234703,4994.105944,0.20271402067753713,16.46064849263452,,,,,SIBCS30042026.xlsx,Statement 2,2.4.2. Jute Textiles
,45074.468407,49186.259419,52031.983847,9.122217426665083,5.785608545179867,,,,,SIBCS30042026.xlsx,Statement 2,2.4.3. Man-Made Textiles
,107180.868652,116297.995308,134785.24891,8.506300397323628,15.896450796971115,,,,,SIBCS30042026.xlsx,Statement 2,2.4.4. Other Textiles
,12587.81048,12979.843088,14154.841015,3.1143828279181363,9.052481752158453,,,,,SIBCS30042026.xlsx,Statement 2,2.5. Leather and Leather Products
,23838.814976,27825.967375,31097.061203,16.725463925174594,11.755543963365984,,,,,SIBCS30042026.xlsx,Statement 2,2.6. Wood and Wood Products
,46426.057126,52847.593915,58964.565152,13.83175136232653,11.574739328413957,,,,,SIBCS30042026.xlsx,Statement 2,2.7. Paper and Paper Products
,132356.302438,154178.5291,204216.109698,16.487485869607337,32.45431182285159,,,,,SIBCS30042026.xlsx,Statement 2,"2.8. Petroleum, Coal Products and Nuclear Fuels"
,249347.615963,267814.870041,307841.127082,7.406228452066023,14.945494637722076,,,,,SIBCS30042026.xlsx,Statement 2,2.9. Chemicals and Chemical Products
,37569.368771,32011.209754,30585.193931,-14.794390214217213,-4.454738930389247,,,,,SIBCS30042026.xlsx,Statement 2,2.9.1. Fertiliser
,80832.235579,88524.293888,104358.369087,9.516077656274023,17.88670036615384,,,,,SIBCS30042026.xlsx,Statement 2,2.9.2. Drugs and Pharmaceuticals
,25318.154272,28797.461456,36777.03201,13.742341351667395,27.70928460549235,,,,,SIBCS30042026.xlsx,Statement 2,2.9.3. Petro Chemicals
,105627.857342,118481.904944,136120.532054,12.169183324794124,14.887190679738685,,,,,SIBCS30042026.xlsx,Statement 2,2.9.4. Others
,90471.783405,103464.613501,112778.582259,14.361195951932507,9.002081429425127,,,,,SIBCS30042026.xlsx,Statement 2,"2.10. Rubber, Plastic and their Products"
,12090.217792,13442.791875,16250.733106,11.187342579510757,20.88808081766124,,,,,SIBCS30042026.xlsx,Statement 2,2.11. Glass and Glassware
,59756.90776,59752.607309,65112.661766,-0.007196575527760867,8.97041099693178,,,,,SIBCS30042026.xlsx,Statement 2,2.12. Cement and Cement Products
,384447.229472,433501.154395,517691.881776,12.759599019707002,19.421108001084267,,,,,SIBCS30042026.xlsx,Statement 2,2.13. Basic Metal and Metal Product
,273802.563886,300156.039772,356409.536486,9.624992371135159,18.74141754959535,,,,,SIBCS30042026.xlsx,Statement 2,2.13.1. Iron and Steel
,110644.665587,133345.114622,161282.34529,20.51653273528186,20.951071771316897,,,,,SIBCS30042026.xlsx,Statement 2,2.13.2. Other Metal and Metal Product
,196864.053638,240135.894273,317373.700061,21.980569756309936,32.16420686371514,,,,,SIBCS30042026.xlsx,Statement 2,2.14. All Engineering
